zipcode,median_income
ZCTA5 67060,54304
ZCTA5 67061,48889
ZCTA5 67062,67917
ZCTA5 67063,53833
ZCTA5 67065,62031
ZCTA5 67066,67708
ZCTA5 67067,82614
ZCTA5 67068,53333
ZCTA5 67070,50968
ZCTA5 67071,78625
ZCTA5 67072,46250
ZCTA5 67073,66058
ZCTA5 67074,63571
ZCTA5 67101,71942
ZCTA5 67103,70625
ZCTA5 67104,46696
ZCTA5 67105,36250
ZCTA5 67106,66354
ZCTA5 67107,51406
ZCTA5 67108,57500
ZCTA5 67109,50197
ZCTA5 67110,69710
ZCTA5 67111,36875
ZCTA5 67112,47857
ZCTA5 67114,49219
ZCTA5 67117,57500
ZCTA5 67118,64028
ZCTA5 67119,52955
ZCTA5 67120,67014
ZCTA5 67122,97292
ZCTA5 67123,46316
ZCTA5 67124,47826
ZCTA5 67127,48438
ZCTA5 67131,50580
ZCTA5 67132,60278
ZCTA5 67133,67311
ZCTA5 67134,50938
ZCTA5 67135,78667
ZCTA5 67137,46688
ZCTA5 67138,48250
ZCTA5 67140,55455
ZCTA5 67142,53750
ZCTA5 67143,37500
ZCTA5 67144,58850
ZCTA5 67146,46250
ZCTA5 67147,67936
ZCTA5 67149,72596
ZCTA5 67150,24821
ZCTA5 67151,55714
ZCTA5 67152,45470
ZCTA5 67154,59000
ZCTA5 67155,57083
ZCTA5 67156,45265
ZCTA5 67159,40938
ZCTA5 67202,35552
ZCTA5 67203,40672
ZCTA5 67204,48527
ZCTA5 67205,102427
ZCTA5 67206,67188
ZCTA5 67207,47134
ZCTA5 67208,44786
ZCTA5 67209,67829
ZCTA5 67210,35962
ZCTA5 67211,29766
ZCTA5 67212,56196
ZCTA5 67213,31823
ZCTA5 67214,22362
ZCTA5 67215,74850
ZCTA5 67216,37134
ZCTA5 67217,42747
ZCTA5 67218,38767
ZCTA5 67219,45612
ZCTA5 67220,49781
ZCTA5 67223,82031
ZCTA5 67226,68461
ZCTA5 67227,68542
ZCTA5 67228,125976
ZCTA5 67230,133824
ZCTA5 67232,26150
ZCTA5 67235,94893
ZCTA5 67260,0
ZCTA5 67301,44261
ZCTA5 67330,65052
ZCTA5 67332,45500
ZCTA5 67333,41545
ZCTA5 67334,0
ZCTA5 67335,43517
ZCTA5 67336,38359
ZCTA5 67337,39818
ZCTA5 67340,41071
ZCTA5 67341,60694
ZCTA5 67342,51538
ZCTA5 67344,42050
ZCTA5 67345,35795
ZCTA5 67346,51146
ZCTA5 67347,42639
ZCTA5 67349,34688
ZCTA5 67351,0
ZCTA5 67352,34063
ZCTA5 67353,38438
ZCTA5 67354,41625
ZCTA5 67355,26875
ZCTA5 67356,44583
ZCTA5 67357,39865
ZCTA5 67360,41667
ZCTA5 67361,36161
ZCTA5 67363,34479
ZCTA5 67364,53214
ZCTA5 67401,47824
ZCTA5 67410,48666
ZCTA5 67416,64688
ZCTA5 67417,60724
ZCTA5 67418,51042
ZCTA5 67420,48839
ZCTA5 67422,55481
ZCTA5 67423,53750
ZCTA5 67425,49145
ZCTA5 67427,36750
ZCTA5 67428,58988
ZCTA5 67430,44333
ZCTA5 67431,59583
ZCTA5 67432,51839
ZCTA5 67436,53661
ZCTA5 67437,45357
ZCTA5 67438,57813
ZCTA5 67439,51063
ZCTA5 67441,45000
ZCTA5 67442,72841
ZCTA5 67443,68939
ZCTA5 67444,44063
ZCTA5 67445,42361
ZCTA5 67446,62917
ZCTA5 67447,69722
ZCTA5 67448,58250
ZCTA5 67449,38155
ZCTA5 67450,46071
ZCTA5 67451,41094
ZCTA5 67452,40938
ZCTA5 67454,42202
ZCTA5 67455,50980
ZCTA5 67456,61136
ZCTA5 67457,44118
ZCTA5 67458,40417
ZCTA5 67459,54318
ZCTA5 67460,55962
ZCTA5 67464,58194
ZCTA5 67466,37159
ZCTA5 67467,49250
ZCTA5 67468,55625
ZCTA5 67470,46875
ZCTA5 67473,38188
ZCTA5 67474,85093
ZCTA5 67475,30000
ZCTA5 67478,50714
ZCTA5 67480,55156
ZCTA5 67481,41667
ZCTA5 67482,54205
ZCTA5 67483,48250
ZCTA5 67484,49500
ZCTA5 67485,55385
ZCTA5 67487,55769
ZCTA5 67490,44750
ZCTA5 67491,66042
ZCTA5 67492,63182
ZCTA5 67501,37071
ZCTA5 67502,61289
ZCTA5 67505,37120
ZCTA5 67510,48239
ZCTA5 67511,53269
ZCTA5 67512,45682
ZCTA5 67513,48750
ZCTA5 67514,40227
ZCTA5 67515,18214
ZCTA5 67516,42159
ZCTA5 67518,0
ZCTA5 67519,49250
ZCTA5 67520,55278
ZCTA5 67521,44375
ZCTA5 67522,55217
ZCTA5 67523,44063
ZCTA5 67524,36429
ZCTA5 67525,55673
ZCTA5 67526,58450
ZCTA5 67529,39583
ZCTA5 67530,42943
ZCTA5 67543,51585
ZCTA5 67544,48782
ZCTA5 67545,48333
ZCTA5 67546,55000
ZCTA5 67547,47188
ZCTA5 67548,35872
ZCTA5 67550,46548
ZCTA5 67552,53516
ZCTA5 67553,42083
ZCTA5 67554,51461
ZCTA5 67556,30625
ZCTA5 67557,46154
ZCTA5 67559,0
ZCTA5 67560,52647
ZCTA5 67561,42750
ZCTA5 67563,55417
ZCTA5 67564,54583
ZCTA5 67565,51875
ZCTA5 67566,51813
ZCTA5 67567,39167
ZCTA5 67568,38333
ZCTA5 67570,50313
ZCTA5 67572,38542
ZCTA5 67573,34904
ZCTA5 67574,48750
ZCTA5 67575,46406
ZCTA5 67576,51319
ZCTA5 67578,38879
ZCTA5 67579,51912
ZCTA5 67581,43750
ZCTA5 67583,38393
ZCTA5 67584,51167
ZCTA5 67601,48485
ZCTA5 67621,42656
ZCTA5 67622,40000
ZCTA5 67623,38750
ZCTA5 67625,37500
ZCTA5 67626,42083
ZCTA5 67628,0
ZCTA5 67629,48571
ZCTA5 67631,58750
ZCTA5 67632,41528
ZCTA5 67634,55625
ZCTA5 67635,25417
ZCTA5 67637,54839
ZCTA5 67638,53077
ZCTA5 67639,40500
ZCTA5 67640,53500
ZCTA5 67642,40625
ZCTA5 67643,60893
ZCTA5 67644,60341
ZCTA5 67645,47404
ZCTA5 67646,44861
ZCTA5 67647,44097
ZCTA5 67648,40667
ZCTA5 67649,29306
ZCTA5 67650,50938
ZCTA5 67651,47045
ZCTA5 67653,36607
ZCTA5 67654,47703
ZCTA5 67656,0
ZCTA5 67657,41875
ZCTA5 67658,45625
ZCTA5 67659,49135
ZCTA5 67660,73333
ZCTA5 67661,45988
ZCTA5 67663,50068
ZCTA5 67664,58095
ZCTA5 67665,41864
ZCTA5 67667,65313
ZCTA5 67669,46595
ZCTA5 67671,56650
ZCTA5 67672,55032
ZCTA5 67673,42000
ZCTA5 67674,31375
ZCTA5 67675,28750
ZCTA5 67701,52109
ZCTA5 67730,51026
ZCTA5 67731,46875
ZCTA5 67732,47188
ZCTA5 67733,51975
ZCTA5 67734,48542
ZCTA5 67735,46348
ZCTA5 67736,50313
ZCTA5 67737,41667
ZCTA5 67738,51667
ZCTA5 67739,45179
ZCTA5 67740,56534
ZCTA5 67741,40000
ZCTA5 67743,63500
ZCTA5 67744,39219
ZCTA5 67745,43750
ZCTA5 67747,53594
ZCTA5 67748,48088
ZCTA5 67749,41341
ZCTA5 67751,33917
ZCTA5 67752,48000
ZCTA5 67753,47679
ZCTA5 67756,44803
ZCTA5 67757,49844
ZCTA5 67758,41250
ZCTA5 67761,47813
ZCTA5 67762,66250
ZCTA5 67764,47083
ZCTA5 67801,48895
ZCTA5 67831,41902
ZCTA5 67834,60341
ZCTA5 67835,60300
ZCTA5 67836,0
ZCTA5 67837,52750
ZCTA5 67838,48438
ZCTA5 67839,57586
ZCTA5 67840,25625
ZCTA5 67841,49792
ZCTA5 67842,55208
ZCTA5 67843,13974
ZCTA5 67844,45625
ZCTA5 67846,49780
ZCTA5 67849,57500
ZCTA5 67850,59125
ZCTA5 67851,67054
ZCTA5 67853,60000
ZCTA5 67854,55368
ZCTA5 67855,44639
ZCTA5 67857,38125
ZCTA5 67859,46250
ZCTA5 67860,49231
ZCTA5 67861,57788
ZCTA5 67862,43571
ZCTA5 67863,39963
ZCTA5 67864,55500
ZCTA5 67865,45909
ZCTA5 67867,56771
ZCTA5 67868,0
ZCTA5 67869,54073
ZCTA5 67870,52292
ZCTA5 67871,62068
ZCTA5 67876,68333
ZCTA5 67877,56154
ZCTA5 67878,50197
ZCTA5 67879,47000
ZCTA5 67880,54879
ZCTA5 67882,50000
ZCTA5 67901,47426
ZCTA5 67950,44688
ZCTA5 67951,53929
ZCTA5 67952,55000
ZCTA5 67953,41324
ZCTA5 67954,50000
ZCTA5 68001,68214
ZCTA5 68002,71000
ZCTA5 68003,66729
ZCTA5 68004,51029
ZCTA5 68005,51677
ZCTA5 68007,99769
ZCTA5 68008,61250
ZCTA5 68010,23906
ZCTA5 68014,41111
ZCTA5 68015,57353
ZCTA5 68016,62083
ZCTA5 68017,71442
ZCTA5 68018,78750
ZCTA5 68019,41111
ZCTA5 68020,35972
ZCTA5 68022,97041
ZCTA5 68023,89239
ZCTA5 68025,49111
ZCTA5 68028,91522
ZCTA5 68029,49231
ZCTA5 68030,51667
ZCTA5 68031,63661
ZCTA5 68033,55625
ZCTA5 68034,76875
ZCTA5 68036,53063
ZCTA5 68037,67540
ZCTA5 68038,45598
ZCTA5 68039,26375
ZCTA5 68040,59583
ZCTA5 68041,61815
ZCTA5 68042,47500
ZCTA5 68044,54375
ZCTA5 68045,55962
ZCTA5 68046,84725
ZCTA5 68047,61071
ZCTA5 68048,66117
ZCTA5 68050,55000
ZCTA5 68055,38750
ZCTA5 68057,49554
ZCTA5 68058,70625
ZCTA5 68059,69972
ZCTA5 68061,48047
ZCTA5 68062,61786
ZCTA5 68063,42188
ZCTA5 68064,55143
ZCTA5 68065,62625
ZCTA5 68066,56118
ZCTA5 68067,36146
ZCTA5 68068,60625
ZCTA5 68069,83158
ZCTA5 68070,66250
ZCTA5 68071,39306
ZCTA5 68072,34375
ZCTA5 68073,71771
ZCTA5 68102,45357
ZCTA5 68104,40915
ZCTA5 68105,37146
ZCTA5 68106,52435
ZCTA5 68107,37377
ZCTA5 68108,36456
ZCTA5 68110,25000
ZCTA5 68111,25706
ZCTA5 68112,45594
ZCTA5 68113,42083
ZCTA5 68114,51613
ZCTA5 68116,95763
ZCTA5 68117,45205
ZCTA5 68118,120781
ZCTA5 68122,71285
ZCTA5 68123,70717
ZCTA5 68124,65564
ZCTA5 68127,49204
ZCTA5 68128,61677
ZCTA5 68130,100637
ZCTA5 68131,33185
ZCTA5 68132,53187
ZCTA5 68133,105282
ZCTA5 68134,48450
ZCTA5 68135,106371
ZCTA5 68136,99005
ZCTA5 68137,63524
ZCTA5 68138,69826
ZCTA5 68142,78867
ZCTA5 68144,61313
ZCTA5 68147,53214
ZCTA5 68152,63009
ZCTA5 68154,70292
ZCTA5 68157,64457
ZCTA5 68164,62428
ZCTA5 68178,0
ZCTA5 68301,66750
ZCTA5 68303,42500
ZCTA5 68304,75530
ZCTA5 68305,53995
ZCTA5 68307,46667
ZCTA5 68309,46250
ZCTA5 68310,43826
ZCTA5 68313,59091
ZCTA5 68314,49500
ZCTA5 68315,36875
ZCTA5 68316,60750
ZCTA5 68317,77500
ZCTA5 68318,35000
ZCTA5 68319,63542
ZCTA5 68320,45729
ZCTA5 68321,35104
ZCTA5 68322,49750
ZCTA5 68323,62813
ZCTA5 68324,0
ZCTA5 68325,77000
ZCTA5 68326,45278
ZCTA5 68327,41364
ZCTA5 68328,59792
ZCTA5 68329,52250
ZCTA5 68331,63125
ZCTA5 68332,31250
ZCTA5 68333,48927
ZCTA5 68335,45000
ZCTA5 68336,77250
ZCTA5 68337,58000
ZCTA5 68338,51250
ZCTA5 68339,87500
ZCTA5 68340,43594
ZCTA5 68341,65875
ZCTA5 68342,58750
ZCTA5 68343,50167
ZCTA5 68344,60000
ZCTA5 68345,51164
ZCTA5 68346,57361
ZCTA5 68347,78936
ZCTA5 68348,58826
ZCTA5 68349,68813
ZCTA5 68350,43750
ZCTA5 68351,59141
ZCTA5 68352,41455
ZCTA5 68354,52125
ZCTA5 68355,47943
ZCTA5 68357,56705
ZCTA5 68358,90469
ZCTA5 68359,56607
ZCTA5 68360,92361
ZCTA5 68361,50250
ZCTA5 68362,0
ZCTA5 68364,66000
ZCTA5 68365,61406
ZCTA5 68366,59375
ZCTA5 68367,67679
ZCTA5 68368,73125
ZCTA5 68370,46413
ZCTA5 68371,60739
ZCTA5 68372,85000
ZCTA5 68375,0
ZCTA5 68376,38056
ZCTA5 68377,52500
ZCTA5 68378,58487
ZCTA5 68379,0
ZCTA5 68380,42917
ZCTA5 68381,42750
ZCTA5 68382,62083
ZCTA5 68401,53750
ZCTA5 68402,90921
ZCTA5 68403,61429
ZCTA5 68404,88482
ZCTA5 68405,53860
ZCTA5 68406,34934
ZCTA5 68407,59808
ZCTA5 68409,73646
ZCTA5 68410,45278
ZCTA5 68413,68750
ZCTA5 68414,0
ZCTA5 68415,58214
ZCTA5 68416,34375
ZCTA5 68417,55000
ZCTA5 68418,65515
ZCTA5 68419,64861
ZCTA5 68420,35238
ZCTA5 68421,56354
ZCTA5 68422,61042
ZCTA5 68423,73871
ZCTA5 68424,48846
ZCTA5 68428,83625
ZCTA5 68430,95583
ZCTA5 68431,54219
ZCTA5 68433,24688
ZCTA5 68434,63138
ZCTA5 68436,64583
ZCTA5 68437,45714
ZCTA5 68438,77083
ZCTA5 68439,53170
ZCTA5 68440,31250
ZCTA5 68441,63750
ZCTA5 68442,48750
ZCTA5 68443,52813
ZCTA5 68444,93125
ZCTA5 68445,42083
ZCTA5 68446,56395
ZCTA5 68447,32292
ZCTA5 68448,56667
ZCTA5 68450,44565
ZCTA5 68452,50417
ZCTA5 68453,59821
ZCTA5 68454,63194
ZCTA5 68455,60278
ZCTA5 68456,70313
ZCTA5 68457,61875
ZCTA5 68458,64500
ZCTA5 68460,63333
ZCTA5 68461,0
ZCTA5 68462,86586
ZCTA5 68463,54813
ZCTA5 68464,58750
ZCTA5 68465,52969
ZCTA5 68466,40000
ZCTA5 68467,52242
ZCTA5 68502,44786
ZCTA5 68503,32178
ZCTA5 68504,36160
ZCTA5 68505,51922
ZCTA5 68506,53136
ZCTA5 68507,52613
ZCTA5 68508,18604
ZCTA5 68510,46146
ZCTA5 68512,70750
ZCTA5 68514,0
ZCTA5 68516,78174
ZCTA5 68517,127692
ZCTA5 68520,113295
ZCTA5 68521,51882
ZCTA5 68522,64590
ZCTA5 68523,97042
ZCTA5 68524,59414
ZCTA5 68526,112974
ZCTA5 68527,136917
ZCTA5 68528,53873
ZCTA5 68531,70817
ZCTA5 68532,88625
ZCTA5 68601,58314
ZCTA5 68620,51888
ZCTA5 68621,59750
ZCTA5 68622,51042
ZCTA5 68623,24853
ZCTA5 68624,57941
ZCTA5 68626,58194
ZCTA5 68627,53833
ZCTA5 68628,50313
ZCTA5 68629,49444
ZCTA5 68631,41875
ZCTA5 68632,47336
ZCTA5 68633,49511
ZCTA5 68634,63125
ZCTA5 68635,47083
ZCTA5 68636,52228
ZCTA5 68637,41964
ZCTA5 68638,39231
ZCTA5 68640,53542
ZCTA5 68641,61563
ZCTA5 68642,58700
ZCTA5 68643,65833
ZCTA5 68644,64125
ZCTA5 68647,57132
ZCTA5 68648,76250
ZCTA5 68649,65000
ZCTA5 68651,57903
ZCTA5 68652,59500
ZCTA5 68653,56719
ZCTA5 68654,52386
ZCTA5 68655,70000
ZCTA5 68658,59091
ZCTA5 68659,47188
ZCTA5 68660,46205
ZCTA5 68661,51061
ZCTA5 68662,57059
ZCTA5 68663,39500
ZCTA5 68664,41406
ZCTA5 68665,55294
ZCTA5 68666,60500
ZCTA5 68667,87639
ZCTA5 68669,50385
ZCTA5 68701,48382
ZCTA5 68710,58875
ZCTA5 68711,0
ZCTA5 68713,47461
ZCTA5 68714,50257
ZCTA5 68715,71563
ZCTA5 68716,48333
ZCTA5 68717,61023
ZCTA5 68718,41582
ZCTA5 68719,46458
ZCTA5 68720,65909
ZCTA5 68722,53333
ZCTA5 68723,58958
ZCTA5 68724,34375
ZCTA5 68725,43393
ZCTA5 68726,40880
ZCTA5 68727,61875
ZCTA5 68728,56250
ZCTA5 68729,53611
ZCTA5 68730,58750
ZCTA5 68731,59617
ZCTA5 68732,30625
ZCTA5 68733,53958
ZCTA5 68734,72679
ZCTA5 68735,46875
ZCTA5 68736,58750
ZCTA5 68739,56510
ZCTA5 68740,74844
ZCTA5 68741,68750
ZCTA5 68742,32500
ZCTA5 68743,81094
ZCTA5 68745,51989
ZCTA5 68746,35536
ZCTA5 68747,70417
ZCTA5 68748,51192
ZCTA5 68749,38438
ZCTA5 68751,40833
ZCTA5 68752,56726
ZCTA5 68753,43125
ZCTA5 68755,51324
ZCTA5 68756,45300
ZCTA5 68757,46250
ZCTA5 68758,45804
ZCTA5 68759,40625
ZCTA5 68760,32313
ZCTA5 68761,33500
ZCTA5 68763,51716
ZCTA5 68764,45368
ZCTA5 68765,53056
ZCTA5 68766,50000
ZCTA5 68767,56563
ZCTA5 68768,47396
ZCTA5 68769,44500
ZCTA5 68770,53098
ZCTA5 68771,50602
ZCTA5 68773,56250
ZCTA5 68774,55000
ZCTA5 68776,49871
ZCTA5 68777,39286
ZCTA5 68778,43125
ZCTA5 68779,57000
ZCTA5 68780,58813
ZCTA5 68781,48493
ZCTA5 68783,42813
ZCTA5 68784,58349
ZCTA5 68785,86071
ZCTA5 68786,60221
ZCTA5 68787,47716
ZCTA5 68788,48152
ZCTA5 68789,61875
ZCTA5 68790,62361
ZCTA5 68791,47803
ZCTA5 68792,53068
ZCTA5 68801,48312
ZCTA5 68803,53032
ZCTA5 68810,48214
ZCTA5 68812,62250
ZCTA5 68813,59464
ZCTA5 68814,49091
ZCTA5 68815,36797
ZCTA5 68816,54167
ZCTA5 68817,35096
ZCTA5 68818,60409
ZCTA5 68820,45662
ZCTA5 68821,32222
ZCTA5 68822,46076
ZCTA5 68823,45944
ZCTA5 68824,66875
ZCTA5 68825,45903
ZCTA5 68826,48867
ZCTA5 68827,61563
ZCTA5 68828,54583
ZCTA5 68831,50893
ZCTA5 68832,73542
ZCTA5 68833,50903
ZCTA5 68834,41944
ZCTA5 68835,57250
ZCTA5 68836,56190
ZCTA5 68837,63333
ZCTA5 68838,58229
ZCTA5 68840,53420
ZCTA5 68841,60000
ZCTA5 68842,47917
ZCTA5 68843,58750
ZCTA5 68844,48750
ZCTA5 68845,55908
ZCTA5 68846,62917
ZCTA5 68847,52201
ZCTA5 68849,0
ZCTA5 68850,48050
ZCTA5 68852,59250
ZCTA5 68853,44038
ZCTA5 68854,51202
ZCTA5 68855,47500
ZCTA5 68856,48250
ZCTA5 68858,36111
ZCTA5 68859,47589
ZCTA5 68860,38750
ZCTA5 68861,0
ZCTA5 68862,46042
ZCTA5 68863,54464
ZCTA5 68864,57212
ZCTA5 68865,68958
ZCTA5 68866,63409
ZCTA5 68869,51105
ZCTA5 68870,72500
ZCTA5 68871,45781
ZCTA5 68872,56458
ZCTA5 68873,52596
ZCTA5 68874,34583
ZCTA5 68875,44250
ZCTA5 68876,58015
ZCTA5 68878,51094
ZCTA5 68879,60179
ZCTA5 68881,41528
ZCTA5 68882,42500
ZCTA5 68883,59297
ZCTA5 68901,48202
ZCTA5 68920,42500
ZCTA5 68922,42708
ZCTA5 68923,58125
ZCTA5 68924,54250
ZCTA5 68925,69464
ZCTA5 68926,34750
ZCTA5 68927,48359
ZCTA5 68928,53558
ZCTA5 68929,47250
ZCTA5 68930,45625
ZCTA5 68932,40000
ZCTA5 68933,52500
ZCTA5 68934,43750
ZCTA5 68935,46202
ZCTA5 68936,42500
ZCTA5 68937,54934
ZCTA5 68938,37266
ZCTA5 68939,43664
ZCTA5 68940,79167
ZCTA5 68941,62614
ZCTA5 68942,34063
ZCTA5 68943,43750
ZCTA5 68944,52083
ZCTA5 68945,63026
ZCTA5 68946,41563
ZCTA5 68947,61080
ZCTA5 68948,37000
ZCTA5 68949,47148
ZCTA5 68950,56576
ZCTA5 68952,33750
ZCTA5 68954,47250
ZCTA5 68955,65192
ZCTA5 68956,59537
ZCTA5 68957,64432
ZCTA5 68958,65625
ZCTA5 68959,53243
ZCTA5 68960,33194
ZCTA5 68961,41250
ZCTA5 68964,56250
ZCTA5 68966,42171
ZCTA5 68967,44073
ZCTA5 68969,71250
ZCTA5 68970,35188
ZCTA5 68971,42917
ZCTA5 68972,0
ZCTA5 68973,56250
ZCTA5 68974,51875
ZCTA5 68975,80078
ZCTA5 68976,84063
ZCTA5 68977,39063
ZCTA5 68978,36630
ZCTA5 68979,52941
ZCTA5 68980,53056
ZCTA5 68981,53281
ZCTA5 68982,55240
ZCTA5 69001,41583
ZCTA5 69020,39107
ZCTA5 69021,50758
ZCTA5 69022,46111
ZCTA5 69023,57500
ZCTA5 69024,48929
ZCTA5 69025,47697
ZCTA5 69026,28750
ZCTA5 69027,0
ZCTA5 69028,57083
ZCTA5 69029,62188
ZCTA5 69030,22857
ZCTA5 69032,36458
ZCTA5 69033,54728
ZCTA5 69034,70313
ZCTA5 69036,53889
ZCTA5 69037,31250
ZCTA5 69038,51250
ZCTA5 69039,43125
ZCTA5 69040,42176
ZCTA5 69041,40875
ZCTA5 69042,44167
ZCTA5 69043,45000
ZCTA5 69044,30859
ZCTA5 69045,50046
ZCTA5 69046,50625
ZCTA5 69101,50621
ZCTA5 69120,52375
ZCTA5 69121,39688
ZCTA5 69122,49107
ZCTA5 69123,55909
ZCTA5 69125,45625
ZCTA5 69127,55357
ZCTA5 69128,42188
ZCTA5 69129,55375
ZCTA5 69130,44605
ZCTA5 69131,56989
ZCTA5 69132,64500
ZCTA5 69133,40469
ZCTA5 69134,62054
ZCTA5 69135,37014
ZCTA5 69138,62237
ZCTA5 69140,54290
ZCTA5 69141,46875
ZCTA5 69142,63958
ZCTA5 69143,64250
ZCTA5 69144,0
ZCTA5 69145,40329
ZCTA5 69146,31588
ZCTA5 69147,35938
ZCTA5 69148,62614
ZCTA5 69149,55417
ZCTA5 69150,51875
ZCTA5 69151,60208
ZCTA5 69152,40096
ZCTA5 69153,40331
ZCTA5 69154,53409
ZCTA5 69155,54397
ZCTA5 69156,49167
ZCTA5 69157,55781
ZCTA5 69161,24583
ZCTA5 69162,54596
ZCTA5 69163,51563
ZCTA5 69165,66319
ZCTA5 69166,56458
ZCTA5 69167,46750
ZCTA5 69168,55781
ZCTA5 69169,58194
ZCTA5 69170,45156
ZCTA5 69171,0
ZCTA5 69201,52684
ZCTA5 69210,39375
ZCTA5 69211,54167
ZCTA5 69212,63500
ZCTA5 69214,46250
ZCTA5 69216,41607
ZCTA5 69217,29095
ZCTA5 69218,46902
ZCTA5 69219,73750
ZCTA5 69220,76000
ZCTA5 69221,61786
ZCTA5 69301,54154
ZCTA5 69331,0
ZCTA5 69333,53333
ZCTA5 69334,45741
ZCTA5 69335,22083
ZCTA5 69336,43112
ZCTA5 69337,44968
ZCTA5 69339,40781
ZCTA5 69340,73500
ZCTA5 69341,51073
ZCTA5 69343,39701
ZCTA5 69345,49896
ZCTA5 69346,46042
ZCTA5 69347,51071
ZCTA5 69348,55197
ZCTA5 69350,45781
ZCTA5 69351,48988
ZCTA5 69352,51991
ZCTA5 69353,0
ZCTA5 69354,0
ZCTA5 69355,61563
ZCTA5 69356,41964
ZCTA5 69357,46662
ZCTA5 69358,50991
ZCTA5 69360,43558
ZCTA5 69361,41292
ZCTA5 69365,0
ZCTA5 69366,45417
ZCTA5 69367,42404
ZCTA5 70001,48874
ZCTA5 70002,52671
ZCTA5 70003,54746
ZCTA5 70005,59364
ZCTA5 70006,64151
ZCTA5 70030,69257
ZCTA5 70031,66094
ZCTA5 70032,40192
ZCTA5 70036,41094
ZCTA5 70037,57092
ZCTA5 70038,17500
ZCTA5 70039,32056
ZCTA5 70040,0
ZCTA5 70041,33229
ZCTA5 70043,42581
ZCTA5 70047,72572
ZCTA5 70049,48023
ZCTA5 70050,0
ZCTA5 70051,43854
ZCTA5 70052,45378
ZCTA5 70053,36994
ZCTA5 70056,49190
ZCTA5 70057,47734
ZCTA5 70058,44648
ZCTA5 70062,35488
ZCTA5 70065,56480
ZCTA5 70067,44808
ZCTA5 70068,56696
ZCTA5 70070,70190
ZCTA5 70071,48661
ZCTA5 70072,45744
ZCTA5 70075,69712
ZCTA5 70076,0
ZCTA5 70079,64375
ZCTA5 70080,62478
ZCTA5 70082,85507
ZCTA5 70083,27614
ZCTA5 70084,47399
ZCTA5 70085,39531
ZCTA5 70086,30051
ZCTA5 70087,47586
ZCTA5 70090,50000
ZCTA5 70091,41250
ZCTA5 70092,40532
ZCTA5 70094,34152
ZCTA5 70112,48523
ZCTA5 70113,15659
ZCTA5 70114,29988
ZCTA5 70115,55478
ZCTA5 70116,30742
ZCTA5 70117,27307
ZCTA5 70118,40274
ZCTA5 70119,32365
ZCTA5 70121,44561
ZCTA5 70122,37832
ZCTA5 70123,61968
ZCTA5 70124,87274
ZCTA5 70125,36604
ZCTA5 70126,24233
ZCTA5 70127,27162
ZCTA5 70128,36865
ZCTA5 70129,37897
ZCTA5 70130,52360
ZCTA5 70131,48518
ZCTA5 70139,0
ZCTA5 70163,0
ZCTA5 70301,51232
ZCTA5 70339,61250
ZCTA5 70340,"25,000"
ZCTA5 70341,33600
ZCTA5 70342,43750
ZCTA5 70343,59730
ZCTA5 70344,42262
ZCTA5 70345,55139
ZCTA5 70346,36294
ZCTA5 70352,0
ZCTA5 70353,50343
ZCTA5 70354,48063
ZCTA5 70355,42434
ZCTA5 70356,21162
ZCTA5 70357,50511
ZCTA5 70358,42667
ZCTA5 70359,43761
ZCTA5 70360,67962
ZCTA5 70363,39246
ZCTA5 70364,51373
ZCTA5 70372,41389
ZCTA5 70373,53942
ZCTA5 70374,59481
ZCTA5 70375,0
ZCTA5 70377,43169
ZCTA5 70380,41701
ZCTA5 70390,49219
ZCTA5 70391,0
ZCTA5 70392,47399
ZCTA5 70393,51336
ZCTA5 70394,47500
ZCTA5 70395,57439
ZCTA5 70397,52143
ZCTA5 70401,38045
ZCTA5 70402,0
ZCTA5 70403,43397
ZCTA5 70420,61018
ZCTA5 70422,38646
ZCTA5 70426,37375
ZCTA5 70427,29428
ZCTA5 70431,65313
ZCTA5 70433,66489
ZCTA5 70435,62603
ZCTA5 70436,19201
ZCTA5 70437,65112
ZCTA5 70438,33045
ZCTA5 70441,40208
ZCTA5 70442,0
ZCTA5 70443,37528
ZCTA5 70444,31616
ZCTA5 70445,47557
ZCTA5 70446,60127
ZCTA5 70447,97973
ZCTA5 70448,78085
ZCTA5 70449,45881
ZCTA5 70450,24280
ZCTA5 70451,0
ZCTA5 70452,46823
ZCTA5 70453,47266
ZCTA5 70454,56487
ZCTA5 70455,0
ZCTA5 70456,31122
ZCTA5 70458,60569
ZCTA5 70460,44173
ZCTA5 70461,59976
ZCTA5 70462,51655
ZCTA5 70463,77561
ZCTA5 70464,38079
ZCTA5 70465,30673
ZCTA5 70466,38340
ZCTA5 70471,83542
ZCTA5 70501,25373
ZCTA5 70503,67157
ZCTA5 70506,42442
ZCTA5 70507,49299
ZCTA5 70508,70339
ZCTA5 70510,44792
ZCTA5 70512,49153
ZCTA5 70513,0
ZCTA5 70514,38182
ZCTA5 70515,31250
ZCTA5 70516,0
ZCTA5 70517,41783
ZCTA5 70518,70219
ZCTA5 70519,57472
ZCTA5 70520,55021
ZCTA5 70523,32600
ZCTA5 70524,45750
ZCTA5 70525,37530
ZCTA5 70526,32613
ZCTA5 70528,44821
ZCTA5 70529,51340
ZCTA5 70531,32463
ZCTA5 70532,34334
ZCTA5 70533,49300
ZCTA5 70534,50391
ZCTA5 70535,39055
ZCTA5 70537,33484
